0.45539582713542565, {'application': 'regression', 'bagging_fraction': 0.85, 'boosting': 'gbdt', 'data_random_seed': 17, 'early_stop': 200, 'feature_fraction': 0.7, 'lambda_l2': 0.046, 'learning_rate': 0.011, 'max_depth': 11, 'metric': 'rmse', 'min_child_samples': 80, 'min_child_weight': 0.03, 'min_split_gain': 0.03, 'num_leaves': 55, 'num_rounds': 10000, 'verbose_eval': 100, 'verbosity': -1}
0.43607991580435257, {'application': 'regression', 'bagging_fraction': 0.85, 'boosting': 'gbdt', 'data_random_seed': 17, 'early_stop': 200, 'feature_fraction': 0.7, 'lambda_l2': 0.046, 'learning_rate': 0.011, 'max_depth': 11, 'metric': 'rmse', 'min_child_samples': 120, 'min_child_weight': 0.03, 'min_split_gain': 0.03, 'num_leaves': 55, 'num_rounds': 10000, 'verbose_eval': 100, 'verbosity': -1}
0.4531854412265198, {'application': 'regression', 'bagging_fraction': 0.85, 'boosting': 'gbdt', 'data_random_seed': 17, 'early_stop': 200, 'feature_fraction': 0.7, 'lambda_l2': 0.046, 'learning_rate': 0.011, 'max_depth': 11, 'metric': 'rmse', 'min_child_samples': 170, 'min_child_weight': 0.03, 'min_split_gain': 0.03, 'num_leaves': 55, 'num_rounds': 10000, 'verbose_eval': 100, 'verbosity': -1}
0.44558304065873444, {'application': 'regression', 'bagging_fraction': 0.85, 'boosting': 'gbdt', 'data_random_seed': 17, 'early_stop': 200, 'feature_fraction': 0.7, 'lambda_l2': 0.046, 'learning_rate': 0.013, 'max_depth': 11, 'metric': 'rmse', 'min_child_samples': 80, 'min_child_weight': 0.03, 'min_split_gain': 0.03, 'num_leaves': 55, 'num_rounds': 10000, 'verbose_eval': 100, 'verbosity': -1}
0.44956219892025717, {'application': 'regression', 'bagging_fraction': 0.85, 'boosting': 'gbdt', 'data_random_seed': 17, 'early_stop': 200, 'feature_fraction': 0.7, 'lambda_l2': 0.046, 'learning_rate': 0.013, 'max_depth': 11, 'metric': 'rmse', 'min_child_samples': 120, 'min_child_weight': 0.03, 'min_split_gain': 0.03, 'num_leaves': 55, 'num_rounds': 10000, 'verbose_eval': 100, 'verbosity': -1}
0.44560261820916114, {'application': 'regression', 'bagging_fraction': 0.85, 'boosting': 'gbdt', 'data_random_seed': 17, 'early_stop': 200, 'feature_fraction': 0.7, 'lambda_l2': 0.046, 'learning_rate': 0.013, 'max_depth': 11, 'metric': 'rmse', 'min_child_samples': 170, 'min_child_weight': 0.03, 'min_split_gain': 0.03, 'num_leaves': 55, 'num_rounds': 10000, 'verbose_eval': 100, 'verbosity': -1}
0.4439672507650199, {'application': 'regression', 'bagging_fraction': 0.85, 'boosting': 'gbdt', 'data_random_seed': 17, 'early_stop': 200, 'feature_fraction': 0.7, 'lambda_l2': 0.049, 'learning_rate': 0.011, 'max_depth': 11, 'metric': 'rmse', 'min_child_samples': 80, 'min_child_weight': 0.03, 'min_split_gain': 0.03, 'num_leaves': 55, 'num_rounds': 10000, 'verbose_eval': 100, 'verbosity': -1}
0.4396995423303007, {'application': 'regression', 'bagging_fraction': 0.85, 'boosting': 'gbdt', 'data_random_seed': 17, 'early_stop': 200, 'feature_fraction': 0.7, 'lambda_l2': 0.049, 'learning_rate': 0.011, 'max_depth': 11, 'metric': 'rmse', 'min_child_samples': 120, 'min_child_weight': 0.03, 'min_split_gain': 0.03, 'num_leaves': 55, 'num_rounds': 10000, 'verbose_eval': 100, 'verbosity': -1}
0.4467064171384155, {'application': 'regression', 'bagging_fraction': 0.85, 'boosting': 'gbdt', 'data_random_seed': 17, 'early_stop': 200, 'feature_fraction': 0.7, 'lambda_l2': 0.049, 'learning_rate': 0.011, 'max_depth': 11, 'metric': 'rmse', 'min_child_samples': 170, 'min_child_weight': 0.03, 'min_split_gain': 0.03, 'num_leaves': 55, 'num_rounds': 10000, 'verbose_eval': 100, 'verbosity': -1}
0.4491045355170837, {'application': 'regression', 'bagging_fraction': 0.85, 'boosting': 'gbdt', 'data_random_seed': 17, 'early_stop': 200, 'feature_fraction': 0.7, 'lambda_l2': 0.049, 'learning_rate': 0.013, 'max_depth': 11, 'metric': 'rmse', 'min_child_samples': 80, 'min_child_weight': 0.03, 'min_split_gain': 0.03, 'num_leaves': 55, 'num_rounds': 10000, 'verbose_eval': 100, 'verbosity': -1}
0.4486976292918401, {'application': 'regression', 'bagging_fraction': 0.85, 'boosting': 'gbdt', 'data_random_seed': 17, 'early_stop': 200, 'feature_fraction': 0.7, 'lambda_l2': 0.049, 'learning_rate': 0.013, 'max_depth': 11, 'metric': 'rmse', 'min_child_samples': 120, 'min_child_weight': 0.03, 'min_split_gain': 0.03, 'num_leaves': 55, 'num_rounds': 10000, 'verbose_eval': 100, 'verbosity': -1}
